GRIDCODE:COUNT:surfperm
634:4822859:0
635:6267529:0
636:270073:0
637:12314823:0
638:3669:0
639:283442:0
640:824572:0
641:3180860:0
642:3719516:0
643:126739:0
644:290078:0
645:28402:0
646:15311100:0
647:339956:0
648:183344:0
649:104273:0
650:1139521:0
651:14936637:0
652:140038:0
653:290078:0
654:250068:0
655:330089:0
656:12703:0
657:1036035:0
658:107148:0
659:10003:0
660:240065:0
661:4990689:0
662:1920519:0
663:3193626:0
664:1147548:0
665:201310:0
666:420114:0
667:300081:0
668:330089:0
669:460124:0
670:20005:0
671:246:0
672:120549:0
673:43579:0
674:83121:0
675:857133:0
676:654201:0
677:3339:0
678:296742:0
679:66101:0
680:30008:0
681:24523:0
682:183966:0
683:10003:0
684:550428:0
685:20005:0
686:300081:0
687:98772:0
688:534172:0
689:60016:0
690:280076:0
691:380103:0
692:400108:0
693:110030:0
694:5021358:0
695:270073:0
696:390105:0
697:820222:0
698:34809413:0
699:68792:0
700:2184690:0
701:1080292:0
702:550149:0
703:311716:0
704:115047:0
705:245967:0
706:10003:0
707:250068:0
708:345078:0
709:200054:0
710:790214:0
711:921419:0
712:205497:0
713:3520952:0
714:818589:0
715:3941066:0
716:550149:0
717:440119:0
718:1420384:0
719:330089:0
720:390105:0
721:10003:0
722:501495:0
723:26216:0
724:2819587:0
725:10003:0
726:424673:0
727:520141:0
728:48654:0
729:211233:0
730:370100:0
731:14610:0
732:680184:0
733:400108:0
734:300081:0
735:113671:0
736:10003:0
737:203616:0
738:10003:0
739:10003:0
740:290078:0
741:86936:0
742:733034:0
743:280076:0
744:540146:0
745:244269:0
746:136396:0
747:5173985:0
748:15085241:0
749:655664:0
750:131950:0
751:175845:0
752:235211:0
753:10003:0
754:90024:0
755:1330443:0
756:10003:0
757:1883597:0
758:305448:0
759:1113553:0
760:680100:0
761:290078:0
762:82339:0
763:16634854:0
764:420114:0
765:360097:0
766:360097:0
767:16594488:0
768:330089:0
769:222907:0
770:458917:0
771:12821:0
772:21240596:0
773:3423508:0
774:990166:0
775:650176:0
776:530143:0
777:260070:0
778:240513:0
779:4797:0
780:18609026:0
781:447303:0
782:220060:0
783:315749:0
784:241272:0
785:784548:0
786:767092:0
787:543510:0
788:319808:0
789:423230:0
790:386742:0
791:310084:0
792:5473648:0
793:940008:0
794:229546:0
795:325782:0
796:5934:0
797:80022:0
798:81827:0
799:40011:0
800:13875:0
801:150526:0
802:141983:0
803:650139:0
804:840227:0
805:1350402:0
806:2619398:0
807:333636:0
808:2346114:0
809:220060:0
810:672072:0
811:590160:0
812:368242:0
813:877019:0
814:83760:0
815:8482385:0
816:281934:0
817:716026:0
818:2837595:0
819:361903:0
820:44080:0
821:306055:0
822:242445:0
823:215891:0
824:240065:0
825:164565:0
826:486104:0
827:265802:0
828:65850:0
829:910246:0
830:16108:0
831:1037014:0
832:65159:0
833:26816:0
834:370100:0
835:459298:0
836:240065:0
837:27415:0
838:70019:0
839:10003:0
840:13479:0
841:2060557:0
842:300081:0
843:410111:0
844:10003:0
845:410111:0
846:899651:0
847:45937:0
848:4029:0
849:460124:0
850:826:0
851:58931:0
852:198678:0
853:2048216:0
854:5916319:0
855:840575:0
856:1800361:0
857:223453:0
858:184909:0
859:532621:0
860:737:0
861:2268136:0
862:69838:0
863:1819755:0
864:2544338:0
865:287776:0
866:250068:0
867:186658:0
868:257470:0
869:620168:0
870:60016:0
871:1030279:0
872:10003:0
873:352179:0
874:72503:0
875:540146:0
876:10003:0
877:22606:0
878:630170:0
879:122932:0
880:1730468:0
881:417630:0
882:67300:0
883:341470:0
884:302383:0
885:921145:0
886:6235:0
887:108652:0
888:422428:0
889:150092:0
890:2079841:0
891:288355:0
892:550149:0
893:300081:0
894:380103:0
895:996972:0
896:203566:0
897:181134:0
898:1325:0
899:10003:0
900:243005:0
901:351471:0
902:570154:0
903:420114:0
904:10003:0
905:1130626:0
906:122327:0
907:847076:0
908:837077:0
909:8567:0
910:11947:0
911:780211:0
912:312029:0
913:820222:0
914:1299424:0
915:477767:0
916:31953:0
917:263821:0
918:460124:0
919:750203:0
920:10003:0
921:260070:0
922:330089:0
923:186292:0
924:280076:0
925:93784:0
926:764418:0
927:139783:0
928:185839:0
929:1507994:0
930:1035096:0
931:310084:0
932:6762:0
933:2124717:0
934:970262:0
935:176648:0
936:30008:0
937:10003:0
938:2961304:0
939:53397:0
940:5399:0
941:10838:0
942:510138:0
943:10332794:0
944:250068:0
945:269238:0
946:210479:0
947:266042:0
948:260070:0
949:35243467:0
950:15523:0
951:3990576:0
952:550149:0
953:5745856:0
954:1667757:0
955:4568534:0
956:3716881:0
957:1055003:0
958:7038772:0
959:560151:0
960:240065:0
961:1570425:0
962:250068:0
963:460124:0
964:250068:0
965:1290349:0
966:170046:0
967:960260:0
968:2280617:0
969:24169106:0
970:227012:0
971:6128328:0
972:15271668:0
973:644768:0
974:701294:0
975:78544:0
976:23827771:0
977:1155502:0
978:4553925:0
979:640173:0
980:310084:0
981:7091918:0
982:8044956:0
983:2463:0
984:2031808:0
985:5196891:0
986:240065:0
987:350095:0
988:714269:0
989:830225:0
990:710192:0
991:1479048:0
992:5918820:0
993:10003:0
994:7077886:0
995:196028:0
996:210057:0
997:890241:0
998:300081:0
999:592770:0
1000:587131:0
1001:440119:0
1002:860233:0
1003:514169:0
1004:1409096:0
1005:146073:0
1006:63949774:0
1007:3679237:0
1008:2207987:0
1009:77836:0
1010:17960215:0
1011:16166216:0
1012:769786:0
1013:880238:0
1014:365869:0
1015:250068:0
1016:64042:0
1017:330089:0
1018:3260882:0
1019:263099:0
1020:404339:0
1021:10003:0
1022:3299:0
1023:626658:0
1024:603354:0
1025:10003:0
1026:2402987:0
1027:152766:0
1028:96137:0
1029:311528:0
1030:496322:0
1031:456250:0
1032:80022:0
1033:410111:0
1034:456374:0
1035:5200798:0
1036:440119:0
1037:80219:0
1038:1702197:0
1039:1009953:0
1040:370100:0
1041:600162:0
1042:50014:0
1043:924406:0
1044:992875:0
1045:16456880:0
1046:280076:0
1047:720195:0
1048:515828:0
1049:799896:0
1050:494602:0
1051:2137304:0
1052:606630:0
1053:242150:0
1054:1278863:0
1055:15786:0
1056:687350:0
1057:321316:0
1058:320087:0
1059:58474:0
1060:400108:0
1061:106332:0
1062:20005:0
1063:260070:0
1064:128765:0
1065:917642:0
1066:18899:0
1067:474742:0
1068:270073:0
1069:422883:0
1070:673040:0
1071:270073:0
1072:1284729:0
1073:940384:0
1074:10003:0
1075:3594224:0
1076:23748:0
1077:590160:0
1078:257017:0
1079:10003:0
1080:238854:0
1081:637355:0
1082:250068:0
1083:21:0
1084:57808:0
1085:10003:0
1086:153011:0
1087:12738120:0
1088:127065:0
1089:205495:0
1090:544126:0
1091:618702:0
1092:2250609:0
1093:85534:0
1094:485913:0
1095:570154:0
1096:4873526:0
1097:516161:0
1098:511349:0
1099:260070:0
1100:621233:0
1101:630575:0
1102:131501:0
1103:97905:0
1104:508:0
1105:170567:0
1106:31572:0
1107:354656:0
1108:270073:0
1109:4160:0
1110:117129:0
1111:168557:0
1112:84878:0
1113:657914:0
1114:1867572:0
1115:375943:0
1116:1167027:0
1117:82390:0
1118:395758:0
1119:22270:0
1120:1255595:0
1121:631660:0
1122:50:0
1123:380103:0
1124:523307:0
1125:270073:0
1126:305227:0
1127:11994:0
1128:1240335:0
1129:17921:0
1130:10003:0
1131:81827:0
1132:16671:0
1133:680184:0
1134:20005:0
1135:10003:0
1136:10003:0
1137:3302119:0
1138:1280346:0
1139:2309994:0
1140:668930:0
1141:2684229:0
1142:4156035:0
1143:1010273:0
1144:8858222:0
1145:2090564:0
1146:106558:0
1147:12473873:0
1148:1426430:0
1149:1395214:0
1150:600162:0
1151:850057:0
1152:240065:0
1153:2497510:0
1154:266668:0
1155:26496:0
1156:280076:0
1157:470186:0
1158:1234327:0
1159:997908:0
1160:410111:0
1161:240065:0
1162:5451474:0
1163:1300352:0
1164:10003:0
1165:812692:0
1166:3988:0
1167:260070:0
1168:14077:0
1169:130035:0
1170:80368168:0
1171:260070:0
1172:10003:0
1173:60273:0
1174:150041:0
1175:10003:0
1176:10003:0
1177:20005:0
1178:380103:0
1179:10003:0
1180:55202:0
1181:620168:0
1182:10003:0
1183:552982:0
1184:62017:0
1185:65766:0
1186:146706:0
1187:353642:0
1188:10003:0
1189:319:0
1190:644631:0
1191:57153:0
1192:162584:0
1193:241405:0
1194:154686:0
1195:29397643:0
1196:2919097:0
1197:10351663:0
1198:1120303:0
1199:619039:0
1200:13420816:0
1201:410111:0
1202:550149:0
1203:630170:0
1204:230062:0
1205:1180319:0
1206:380103:0
1207:353527:0
1208:111485:0
1209:156611:0
1210:360097:0
1211:540146:0
1212:10892946:0
1213:700189:0
1214:2446417:0
1215:330089:0
1216:308929:0
1217:603370:0
1218:41033:0
1219:603047:0
1220:36313:0
1221:279053:0
1222:413015:0
1223:1111839:0
1224:280076:0
1225:570154:0
1226:60016:0
1227:460124:0
1228:3822304:0
1229:1548964:0
1230:310084:0
1231:340092:0
1232:250068:0
1233:262654:0
1234:115005:0
1235:3150852:0
1236:1620438:0
1237:270073:0
1238:440119:0
1239:400108:0
1240:1500406:0
1241:700189:0
1242:266367:0
1243:14438:0
1244:212869:0
1245:36006:0
1246:267261:0
1247:123739:0
1248:260070:0
1249:355701:0
1250:1826060:0
1251:194352:0
1252:2609:0
1253:1060920:0
1254:416039:0
1255:1392283:0
1256:60016:0
1257:207172:0
1258:2599392:0
1259:96582:0
1260:20005:0
1261:260070:0
1262:5341581:0
1263:290078:0
1264:100027:0
1265:10003:0
1266:10003:0
1267:524394:0
1268:90024:0
1269:6220058:0
1270:162965:0
1271:210057:0
1272:20005:0
1273:69376:0
1274:1444366:0
1275:470127:0
1276:285778:0
1277:1028730:0
1278:950257:0
1279:48377:0
1280:10003:0
1281:338548:0
1282:24000:0
1283:106773:0
1284:950257:0
1285:42373:0
1286:450122:0
1287:910339:0
1288:270073:0
1289:145444:0
1290:217697:0
1291:77044:0
1292:370299:0
1293:2317:0
1294:340092:0
1295:104534:0
1296:258688:0
1297:1160221:0
1298:10003:0
1299:10003:0
1300:940055:0
1301:467810:0
1302:99718:0
1303:260070:0
1304:300808:0
1305:72200039:0
1306:467505:0
1307:450122:0
1308:2158132:0
1309:4583026:0
1310:823746:0
1311:2482215:0
1312:3417558:0
1313:13841978:0
1314:2453996:0
1315:750512:0
1316:440119:0
1317:280076:0
1318:2680725:0
1319:560151:0
1320:717586:0
1321:283333:0
1322:499114:0
1323:493110:0
1324:18417488:0
1325:750203:0
1326:15110546:0
1327:1034555:0
1328:1890511:0
1329:1532866:0
1330:3265981:0
1331:370100:0
1332:8902003:0
1333:10123656:0
1334:250068:0
1335:686662:0
1336:495628:0
1337:241447:0
1338:8675162:0
1339:863600:0
1340:490133:0
1341:290103:0
1342:8520667:0
1343:680184:0
1344:510138:0
1345:1840498:0
1346:520141:0
1347:1770479:0
1348:410111:0
1349:750203:0
1350:1307996:0
1351:3184795:0
1352:5691220:0
1353:144808:0
1354:12625:0
1355:3169912:0
1356:1311509:0
1357:790214:0
1358:330089:0
1359:3143425:0
1360:18593700:0
1361:18366620:0
1362:6877007:0
1363:340092:0
1364:460124:0
1365:3091195:0
1366:348075:0
1367:94347:0
1368:45690:0
1369:430116:0
1370:88278:0
1371:22516:0
1372:189005:0
1373:93434:0
1374:3518:0
1375:1343:0
1376:2553332:0
1377:401434:0
1378:1087785:0
1379:1918529:0
1380:647241:0
1381:1864777:0
1382:292254:0
1383:287903:0
1384:1196051:0
1385:260070:0
1386:625712:0
1387:591181:0
1388:184629:0
1389:1095172:0
1390:412687:0
1391:9875501:0
1392:240065:0
1393:50014:0
1394:13776:0
1395:21:0
1396:147514:0
1397:360097:0
1398:2410652:0
1399:339021:0
1400:320087:0
1401:196118:0
1402:1354:0
1403:11595:0
1404:621238:0
1405:45176:0
1406:6685:0
1407:1392:0
1408:10003:0
1409:1170316:0
1410:689257:0
1411:380103:0
1412:350095:0
1413:221885:0
1414:278299:0
1415:309135:0
1416:514267:0
1417:100027:0
1418:10003:0
1419:150177:0
1420:314780:0
1421:17166:0
1422:10003:0
1423:310084:0
1424:830225:0
1425:502661:0
1426:287783:0
1427:540146:0
1428:2470668:0
1429:565069:0
1430:254224:0
1431:530143:0
1432:50014:0
1433:238490:0
1434:1496493:0
1435:345250:0
1436:1979063:0
1437:410111:0
1438:104872:0
1439:8920609:0
1440:389969:0
1441:2074677:0
1442:841613:0
1443:3694864:0
1444:300081:0
1445:50312755:0
1446:2005700:0
1447:385409:0
1448:126616:0
1449:5312:0
1450:1629309:0
1451:7297673:0
1452:5926386:0
1453:1394688:0
1454:22980764:0
1455:30008:0
1456:5340760:0
1457:7309350:0
1458:1410381:0
1459:242678:0
1460:120982:0
1461:125409:0
1462:565986:0
1463:1273427:0
1464:2493247:0
1465:75341:0
1466:18613:0
1467:3334:0
1468:143457:0
1469:103:0
1470:2:0
1471:22137485:0
1472:7774:0
1473:1085074:0
1474:655397:0
1475:322530:0
1476:10003:0
1477:406:0
1478:1019079:0
1479:310084:0
1480:3317:0
1481:230062:0
1482:468751:0
1483:203743:0
1484:2970525:0
1485:639273:0
1486:156624:0
1487:480130:0
1488:3487580:0
1489:7373768:0
1490:435:0
1491:3857334:0
1492:1081222:0
1493:280076:0
1494:843591:0
1495:5749005:0
1496:521337:0
1497:98226:0
1498:3622250:0
1499:560151:0
1500:9185111:0
1501:141564:0
1502:9318:0
1503:5287042:0
1504:4647560:0
1505:1685074:0
1506:1050942:0
1507:1503008:0
1508:4009426:0
1509:45736:0
1510:280076:0
1511:39465:0
1512:111131:0
1513:270073:0
1514:597365:0
1515:590160:0
1516:440119:0
1517:122829:0
1518:490133:0
1519:328564:0
1520:348994:0
1521:26632:0
1522:238825:0
1523:363503:0
1524:31016:0
1525:330065:0
1526:270073:0
1527:2266402:0
1528:302100:0
1529:1060287:0
1530:543522:0
1531:81261:0
1532:890787:0
1533:2099561:0
1534:2620709:0
1535:518315:0
1536:50640:0
1537:59521:0
1538:1060287:0
1539:239438:0
1540:8891720:0
1541:38072798:0
1542:2341743:0
1543:860233:0
1544:13408:0
1545:623680:0
1546:330196:0
1547:69776:0
1548:320087:0
1549:230003:0
1550:105117:0
1551:249895:0
1552:7813:0
1553:90024:0
1554:10003:0
1555:20005:0
1556:240065:0
1557:4799289:0
1558:253953:0
1559:519787:0
1560:2240476:0
1561:710192:0
1562:1993851:0
1563:1157672:0
1564:798962:0
1565:108523:0
1566:73159:0
1567:747063:0
1568:248958:0
1569:83492:0
1570:130035:0
1571:49938:0
1572:370100:0
1573:10003:0
1574:255507:0
1575:360111:0
1576:240696:0
1577:10003:0
1578:1350441:0
1579:1700460:0
1580:42259:0
1581:1167897:0
1582:10003:0
1583:43080:0
1584:79361:0
1585:10003:0
1586:10003:0
1587:120032:0
1588:314983:0
1589:431416:0
1590:7072966:0
1591:780197:0
1592:543049:0
1593:2272866:0
1594:8029672:0
1595:1038607:0
1596:73084:0
1597:400108:0
1598:1337294:0
1599:1682130:0
1600:332247:0
1601:5473148:0
1602:42748:0
1603:587912:0
1604:470127:0
1605:1518312:0
1606:21294:0
1607:56182:0
1608:7395699:0
1609:263489:0
1610:400108:0
1611:500135:0
1612:1013794:0
1613:780800:0
1614:560151:0
1615:297359:0
1616:146976:0
1617:18976:0
1618:33427:0
1619:425408:0
1620:40011:0
1621:275509:0
1622:4010036:0
1623:142963:0
1624:2820650:0
1625:652064:0
1626:20005:0
1627:330089:0
1628:410111:0
1629:156:0
1630:160043:0
1631:255346:0
1632:245083:0
1633:310084:0
1634:960624:0
1635:409835:0
1636:201508:0
1637:283909:0
1638:1089835:0
1639:40011:0
1640:31459:0
1641:356762:0
1642:7761:0
1643:110030:0
1644:208769:0
1645:28049:0
1646:306201:0
1647:23454:0
1648:190241:0
1649:87755:0
1650:44867:0
1651:248625:0
1652:7809:0
1653:2377:0
1654:14727:0
1655:38837:0
1656:10003:0
1657:215994:0
1658:102565:0
1659:41720:0
1660:125145:0
1661:10003:0
1662:18332:0
1663:882731:0
1664:410111:0
1665:216726:0
1666:510138:0
1667:30008:0
1668:50014:0
1669:1860503:0
1670:501809:0
1671:3170277:0
1672:6635:0
1673:40011:0
1674:440119:0
1675:31021:0
1676:13408:0
1677:700189:0
1678:380103:0
1679:50014:0
1680:1287856:0
1681:104663835:0
1682:1579772:0
1683:157102:0
1684:300081:0
1685:124623:0
1686:4524487:0
1687:470466:0
1688:705174:0
1689:368553:0
1690:898007:0
1691:349939:0
1692:240633:0
1693:30521060:0
1694:380103:0
1695:9311:0
1696:9114:0
1697:7013281:0
1698:284353:0
1699:237446:0
1700:430392:0
1701:1695223:0
1702:1555014:0
1703:230062:0
1704:10003:0
1705:1573555:0
1706:872854:0
1707:91340:0
1708:570154:0
1709:750972:0
1710:1269828:0
1711:450122:0
1712:5011222:0
1713:9962881:0
1714:28508:0
1715:260070:0
1716:1480835:0
1717:270073:0
1718:460124:0
1719:15209171:0
1720:4457001:0
1721:6395234:0
1722:1690093:0
1723:7553:0
1724:270073:0
1725:231563:0
1726:180483:0
1727:1571971:0
1728:12037359:0
1729:10003:0
1730:270073:0
1731:869668:0
1732:4353151:0
1733:12456010:0
1734:410111:0
1735:1070289:0
1736:2891094:0
1737:2798023:0
1738:20442395:0
1739:6084982:0
1740:161651:0
1741:270073:0
1742:119752:0
1743:20005:0
1744:9590457:0
1745:670873:0
1746:19293738:0
1747:260070:0
1748:380103:0
1749:849671:0
1750:763146:0
1751:4185:0
1752:20005:0
1753:33343:0
1754:369947:0
1755:4120276:0
1756:200011:0
1757:2544258:0
1758:2228059:0
1759:10206186:0
1760:3260027:0
1761:56648:0
1762:10003:0
1763:246648:0
1764:30008:0
1765:7508989:0
1766:426633:0
1767:10003:0
1768:554:0
1769:6222:0
1770:176430:0
1771:264136:0
1772:1165663:0
1773:868781:0
1774:177511:0
1775:278367:0
1776:61899:0
1777:3664:0
1778:317534:0
1779:7987:0
1780:489276:0
1781:276606:0
1782:1277203:0
1783:401025:0
1784:4434531:0
1785:756542:0
1786:735772:0
1787:442671:0
1788:223995:0
1789:68633:0
1790:66330:0
1791:12596:0
1792:1:0
1793:1156981:0
1794:5771:0
1795:243280:0
1796:76579:0
1797:2940796:0
1798:10003:0
1799:1625127:0
1800:1070289:0
1801:1160669:0
1802:910246:0
1803:440118:0
1804:44512:0
1805:95375:0
1806:872340:0
1807:64582:0
1808:453457:0
1809:30008:0
1810:299979:0
1811:460124:0
1812:368577:0
1813:112530:0
1814:253547:0
1815:67814:0
1816:101733:0
1817:845178:0
1818:992506:0
1819:12279429:0
1820:550149:0
1821:280076:0
1822:1177573:0
1823:227761:0
1824:418408:0
1825:2419750:0
1826:871:0
1827:10003:0
1828:10003:0
1829:20005:0
1830:10003:0
1831:10003:0
1832:10003:0
1833:370100:0
1834:230664:0
