CODEPRA	MA	CroplandFraction	FodderlandFraction	NPGFraction	PGFraction	ForestFraction
44364	19474	0,15187	0,12438	0,36186	0,23159	0,1303
85365	23145	0,15131	0,067011	0,086713	0,57562	0,11934
84466	16910	0,14663	0,0015376	0,019279	0,073272	0,75928
38217	60901	0,14516	0,0081771	0,020344	0,15632	0,67001
43424	69025	0,14492	0,020341	0,14518	0,3944	0,29516
50354	65981	0,1447	0,24395	0,27437	0,26738	0,069602
25447	129770	0,13939	0,024998	0,074076	0,20773	0,5538
74226	18111	0,13753	0,0087794	0,083266	0,20767	0,56275
64141	61978	0,13238	0,047574	0,16048	0,2371	0,42246
33119	9256,3	0,13219	0,061148	0,06212	0,31838	0,42617
68304	28918	0,13114	0,005533	0,0069508	0,05239	0,80398
12162	54593	0,12993	0,02722	0,54661	0,12989	0,16635
12409	176480	0,12503	0,050454	0,37029	0,20914	0,24508
33117	13035	0,12193	0,011661	0,015727	0,3015	0,54918
30416	142440	0,12062	0,0015024	0,022262	0,061456	0,79416
39207	42667	0,11936	0,0088183	0,065782	0,23852	0,56752
40132	24613	0,11876	0,0038598	0,0095886	0,023078	0,84471
52008	12268	0,11852	0,036435	0,016139	0,30778	0,52112
87431	107630	0,11784	0,042756	0,45777	0,22585	0,15579
44107	4105,8	0,11547	0,056232	0,31958	0,20703	0,30169
29360	20109	0,11512	0,092348	0,26023	0,12079	0,41151
22361	7562,4	0,11503	0,16767	0,34579	0,10751	0,264
29102	4436	0,11489	0,1116	0,22586	0,072362	0,47529
30465	19060	0,11429	0,00086168	0,007533	0,042551	0,83476
24403	190600	0,11399	0,015315	0,080929	0,14649	0,64327
03428	69741	0,1135	0,015844	0,26954	0,40567	0,19544
61353	25453	0,11146	0,093546	0,03481	0,63031	0,12987
52009	20727	0,11135	0,036089	0,015149	0,33093	0,50648
57003	12213	0,11115	0,012226	0,019706	0,096371	0,76055
89443	23060	0,11089	0,009367	0,075066	0,36896	0,43572
88310	28754	0,11062	0,047701	0,015247	0,46133	0,36511
33128	5931,6	0,10975	0,013487	0,01669	0,083283	0,77679
50081	13436	0,10898	0,15355	0,19724	0,48527	0,054965
44106	39027	0,10886	0,077511	0,30477	0,47257	0,036291
26243	44724	0,10855	0,0017888	0,062182	0,14757	0,67991
50082	51612	0,10844	0,1818	0,13144	0,50671	0,071611
23428	67847	0,10802	0,024072	0,15246	0,54044	0,17501
26464	19226	0,10737	0,00046811	0,032039	0,040049	0,82007
50086	171850	0,10602	0,21474	0,14038	0,49931	0,039547
42465	1059,2	0,10583	0,0047206	0,026435	0,1841	0,67891
63428	41691	0,10477	0,013672	0,23749	0,37617	0,2679
43177	58296	0,10463	0,036452	0,12064	0,27139	0,46688
01451	113120	0,1046	0,0080707	0,041008	0,20011	0,64621
46160	10753	0,10455	0,014135	0,081091	0,231	0,56922
70448	16412	0,10272	0,028293	0,048843	0,28533	0,53481
24406	34835	0,1009	0,015674	0,069413	0,10616	0,70785
33122	7058,4	0,10025	0,0036649	0,0039856	0,21266	0,67944
13466	24163	0,10006	0	0,017382	0,13769	0,74487
81395	21277	0,097424	0,0074727	0,065562	0,166	0,66354
43172	32047	0,09603	0,029176	0,085437	0,40372	0,38564
08323	21348	0,095238	0,044781	0,0054805	0,51166	0,34284
70005	65209	0,095136	0,024214	0,032526	0,27895	0,56918
29101	3678,7	0,094967	0,061979	0,18403	0,14272	0,5163
73451	22930	0,094137	0,017357	0,08103	0,30528	0,5022
33136	25497	0,093923	0,026434	0,065654	0,12437	0,68962
74211	19651	0,091798	0,036538	0,20035	0,30355	0,36777
74455	21816	0,091784	0,016914	0,18665	0,36194	0,34271
88309	59119	0,090344	0,03131	0,074493	0,2716	0,53225
73219	35293	0,089508	0,0073669	0,019607	0,226	0,65752
21443	40526	0,088782	0,0084404	0,036543	0,36102	0,50521
40378	319410	0,088722	0,0004884	0,0012147	0,0043048	0,90527
17376	39795	0,088369	0,014374	0,053022	0,098379	0,74586
71429	92545	0,086711	0,019601	0,15885	0,57433	0,16051
59323	57525	0,084123	0,11682	0,011073	0,52393	0,26405
82395	39599	0,083716	0,01495	0,12316	0,24506	0,53312
12412	105370	0,082028	0,01174	0,26573	0,12824	0,51226
13468	128090	0,081656	0,0024671	0,009275	0,12575	0,78085
07465	32195	0,081504	0,0019568	0,016928	0,050411	0,8492
50084	49047	0,080115	0,17789	0,083409	0,64482	0,013763
05239	43617	0,079866	0,009079	0,15219	0,26943	0,48943
81413	58787	0,079147	0,023475	0,095616	0,1451	0,65666
04462	73928	0,076999	0,0022048	0,049264	0,13834	0,73319
33129	7931,1	0,076954	0,00091241	0,012327	0,041608	0,8682
24404	163550	0,075807	0,020318	0,063184	0,14426	0,69643
73455	7544,6	0,075604	0,014713	0,067731	0,42719	0,41476
58429	4163,2	0,075592	0,0014412	0,1446	0,39129	0,38708
74214	9745,1	0,074737	0,011801	0,10313	0,3099	0,50044
69444	29022	0,074572	0,014209	0,036201	0,31604	0,55898
42168	20601	0,073621	0,0266	0,12096	0,34148	0,43733
82397	11672	0,073171	0,021077	0,18909	0,39498	0,32168
87432	298270	0,072505	0,034703	0,19163	0,3163	0,38486
24405	39999	0,072474	0,0076752	0,062026	0,1032	0,75462
11470	152000	0,070372	0,0004671	0,013526	0,064288	0,85135
24432	82869	0,070047	0,025703	0,14916	0,26333	0,49175
41343	156970	0,068374	0,0043447	0,020437	0,03219	0,87465
42190	40547	0,067703	0,024688	0,12001	0,69174	0,095856
73213	5098,8	0,067653	0,003319	0,0035452	0,10238	0,82311
42445	50269	0,06663	0,060137	0,14514	0,496	0,2321
26221	8871,4	0,066495	0,012738	0,05219	0,18836	0,68022
47404	12321	0,066381	0,038713	0,050319	0,058435	0,78615
63175	31734	0,065157	0,015842	0,10605	0,25257	0,56039
71184	44312	0,064721	0,019385	0,04114	0,56616	0,30859
04459	53243	0,063955	0,0015401	0,042334	0,20444	0,68773
64138	7852,4	0,063813	0,05182	0,052225	0,23865	0,59349
12397	37542	0,063609	0,016195	0,2506	0,32071	0,34889
46407	34546	0,062473	0,0042263	0,041423	0,11275	0,77913
07424	6302,4	0,061576	0,012022	0,18711	0,28116	0,45813
84238	78826	0,061183	0,0010276	0,014158	0,031804	0,89183
95332	667,56	0,060888	0	0	0,041132	0,89798
84462	20729	0,060571	0,0036182	0,050076	0,06725	0,81848
81412	95307	0,060413	0,0093585	0,2037	0,14911	0,57742
33124	4176,8	0,059799	0,0081403	0,014605	0,10008	0,81738
46408	45955	0,059435	0,018453	0,15663	0,4138	0,35168
74210	4073,6	0,05914	0,029703	0,13379	0,16202	0,61535
12411	221620	0,058482	0,0066825	0,21374	0,33309	0,388
25450	153140	0,057156	0,0062494	0,10566	0,33402	0,49691
43425	159760	0,056628	0,015492	0,088478	0,24694	0,59246
03425	79332	0,056254	0,01345	0,10078	0,47271	0,35681
05459	23167	0,05482	0,00090644	0,077609	0,18461	0,68205
19432	114630	0,054084	0,011288	0,16148	0,43721	0,33595
71442	119470	0,053319	0,0080772	0,097655	0,55036	0,29059
63181	122990	0,052955	0,0093914	0,17505	0,38318	0,37942
19403	2824,2	0,052859	0,01137	0,062279	0,56263	0,31086
73220	20432	0,052043	0,0035239	0,013998	0,25265	0,67779
40134	43321	0,051441	0,00036124	0,001647	0,0034394	0,94311
12161	18699	0,051362	0,028932	0,196	0,30948	0,41423
39209	16489	0,050874	0,00097035	0,1834	0,25332	0,51144
23431	230120	0,050749	0,020641	0,10398	0,48233	0,34231
47378	60690	0,050098	0,00019773	0,0069534	0,0093591	0,93339
46159	46127	0,050063	0,021939	0,08947	0,18653	0,652
64139	126600	0,04956	0,047915	0,17261	0,39265	0,33726
01215	28639	0,048792	0,020141	0,036565	0,20825	0,68625
69445	101360	0,048733	0,053759	0,09261	0,38631	0,41858
30415	9737,5	0,048468	0	0,01335	0,11553	0,82265
42189	31837	0,04842	0,041901	0,11009	0,59672	0,20286
33378	230940	0,047789	0,00056724	0,00047198	0,0075992	0,94357
15418	52040	0,046261	0,0049961	0,16629	0,40055	0,3819
43417	2373,1	0,045828	0,0080065	0,063209	0,28107	0,60189
24394	4437,8	0,044384	0,032899	0,089234	0,23097	0,60251
05235	33325	0,043741	0,007622	0,14182	0,25369	0,55313
39212	41069	0,04345	0,0046968	0,14559	0,30714	0,49912
15409	106450	0,043264	0,033744	0,27081	0,23323	0,41895
19408	55908	0,043102	0,012592	0,075105	0,45176	0,41744
46394	197340	0,043016	0,0092125	0,1235	0,27289	0,55139
39451	59110	0,042965	0,00303	0,084721	0,30622	0,56306
42425	86914	0,042845	0,022367	0,11571	0,25794	0,56113
74218	24711	0,042393	0,010845	0,075068	0,20841	0,66328
13246	29389	0,042054	0,023717	0,033721	0,66972	0,23079
71187	113890	0,041557	0,013544	0,074877	0,64589	0,22414
42170	45736	0,041087	0,00903	0,10803	0,20616	0,63569
63173	27797	0,040725	0,017804	0,050693	0,29234	0,59844
34470	18036	0,039045	0,00044355	0,0011089	0,097082	0,86232
58443	162300	0,039037	0,0048366	0,085931	0,38711	0,48309
48411	158280	0,038815	0,0011689	0,10554	0,35483	0,49965
33137	178600	0,038528	0,00016797	0,0010302	0,028337	0,93194
57307	66281	0,037744	0,0072019	0,016229	0,090705	0,84812
05236	7844,9	0,037211	0,00038241	0,1225	0,35463	0,48528
83460	106090	0,035627	0,0032426	0,013753	0,086354	0,86102
40131	60530	0,035571	0,00030893	0,0014918	0,0028581	0,95977
38457	129060	0,034741	0,0057187	0,038221	0,16014	0,76117
07169	20359	0,034576	0,0013262	0,051574	0,52601	0,38652
70309	15127	0,034414	0,018982	0,037209	0,27302	0,63637
63174	93795	0,034369	0,013764	0,05303	0,2922	0,60664
43418	63889	0,034248	0,0035374	0,10006	0,30254	0,55961
42191	10495	0,033721	0,0086712	0,053838	0,50808	0,39569
05461	16132	0,033642	0,00015119	0,053346	0,12881	0,78405
07422	71944	0,033292	0,00050039	0,013274	0,055543	0,89739
08021	91565	0,032705	0,011871	0,0025665	0,16777	0,78509
05463	64600	0,03149	0,0006966	0,061827	0,14285	0,76314
71183	32161	0,031083	0,0084885	0,03271	0,80995	0,11777
74222	18168	0,030743	0,0034676	0,048436	0,38661	0,53074
12407	103990	0,030205	0,015415	0,18421	0,30817	0,462
54307	24971	0,030164	0,013336	0,019142	0,062193	0,87517
66252	30307	0,029279	0,0021117	0,014815	0,12746	0,82633
71443	46872	0,02916	0,0079365	0,067673	0,35497	0,54026
15167	67616	0,029014	0,0011831	0,088218	0,69757	0,18402
34415	131610	0,028804	0,0017779	0,013715	0,096262	0,85944
46409	64740	0,028695	0,034307	0,21577	0,27288	0,44835
23432	28675	0,026727	0,013775	0,059669	0,31707	0,58275
15164	4374,1	0,026519	0,0068586	0,058984	0,24348	0,66416
63165	41137	0,025965	0,0027226	0,020346	0,46607	0,48489
26234	138090	0,025468	0,00036932	0,033297	0,12889	0,81198
87430	33726	0,025014	0,013699	0,12566	0,23033	0,6053
19394	5946,4	0,023436	0,015135	0,053478	0,19188	0,71607
66256	21128	0,023261	0,0017472	0,0080029	0,2199	0,74709
07171	259260	0,02241	0,0048753	0,030074	0,2181	0,72454
48418	248550	0,021983	0,00033394	0,080303	0,42699	0,47039
15163	33279	0,021829	0,020188	0,14328	0,65716	0,15754
65146	147230	0,021747	0,0089859	0,030863	0,21633	0,72208
74225	7018,9	0,021277	0,0082634	0,02536	0,49324	0,45186
30411	19337	0,020628	0	0,061902	0,31804	0,59943
42192	28217	0,020443	0,011234	0,096432	0,28494	0,58696
19409	37469	0,020256	0,0094716	0,20231	0,17441	0,59355
2B258	43818	0,02004	0,011228	0,056552	0,23956	0,67262
33406	3019,8	0,019576	0	0,015233	0,36824	0,59695
05237	28836	0,019178	0,00069358	0,030067	0,23641	0,71366
63425	45654	0,017578	0,0033898	0,03619	0,16746	0,77539
70006	30108	0,017561	0,0078384	0,017105	0,14753	0,80996
33405	2638,9	0,017328	0,048506	0,098527	0,08678	0,74886
43423	37027	0,017196	0,0019445	0,021093	0,6088	0,35096
11413	26148	0,017012	0,0073428	0,092741	0,11821	0,76469
04460	279810	0,016956	0,0027519	0,032773	0,18908	0,75844
40130	82123	0,016402	0,00030442	0,00020701	0,0014612	0,98163
83468	190140	0,016013	0,00068898	0,0055066	0,032866	0,94493
38453	80177	0,015654	0,0045039	0,022488	0,14689	0,81047
34414	29797	0,015323	0,0010068	0,055375	0,47643	0,45187
74228	21224	0,015094	0,0062193	0,094985	0,42545	0,45825
15433	6533,4	0,014959	0,018061	0,010867	0,38877	0,56734
33376	18867	0,014797	0,01298	0,016225	0,15519	0,8008
67307	101900	0,014173	0,0028164	0,0016388	0,072549	0,90882
30414	15739	0,013875	0	0,035072	0,46884	0,48221
34416	65877	0,013728	0,00069827	0,007347	0,18044	0,79778
26461	5341,3	0,012659	0	0,035759	0,11608	0,83551
07425	12625	0,012141	0,00047524	0,0094255	0,15849	0,81947
19433	108070	0,012058	0,0060052	0,066964	0,22214	0,69284
01449	81521	0,011845	0,0043096	0,023107	0,19594	0,7648
33135	21156	0,011466	0,00061913	0,005053	0,020041	0,96282
19420	6795,2	0,011376	0,010596	0,074023	0,37482	0,52918
09393	115100	0,011312	0,0062122	0,022668	0,30382	0,65599
15419	30683	0,011004	0	0,10393	0,51908	0,36598
12419	75612	0,010753	0,0030815	0,084379	0,64383	0,25796
26463	92395	0,010715	0,00082255	0,022306	0,12835	0,83781
88307	178250	0,010419	0,0077195	0,01628	0,1639	0,80168
19430	168060	0,010077	0,0018863	0,061015	0,28426	0,64276
23430	71804	0,0092611	0,0015431	0,051156	0,26706	0,67098
26453	39050	0,0090154	0,0006146	0,048093	0,13957	0,80271
39452	89325	0,008023	0,002203	0,049675	0,29206	0,64804
31472	67459	0,0079313	0,010214	0,014142	0,17923	0,78848
05232	22470	0,0078536	0,0013796	0,017535	0,092212	0,88102
34412	58380	0,0070134	0,0039397	0,030952	0,10872	0,84938
90307	14400	0,0068514	0,0033333	0,0035416	0,18549	0,80079
68307	79374	0,0065718	0,0017134	0,0025827	0,19297	0,79616
15417	34756	0,0061853	0,00031649	0,018817	0,69752	0,27717
66257	11720	0,0061518	0	0,0063139	0,054607	0,93293
15420	148780	0,0057391	0,0049871	0,029519	0,65972	0,30003
83469	31011	0,0054043	0	0,00029644	0,020928	0,97337
74454	17047	0,0051729	0,0004693	0,010559	0,4209	0,56289
07423	10986	0,004414	0	0,024829	0,45678	0,51398
11472	102630	0,0043789	0,000077947	0,016155	0,18855	0,79083
70307	21053	0,0043286	0,004275	0,023417	0,13917	0,8288
48410	75475	0,0042661	0,00027824	0,0076449	0,12599	0,86182
83248	29152	0,0038365	0,00037733	0,0019895	0,011286	0,98251
73453	13529	0,0035044	0,0023709	0,007238	0,29337	0,69352
25452	132570	0,0035009	0,00044504	0,013389	0,54271	0,43995
15421	31385	0,0032725	0,010578	0,011247	0,51684	0,45807
64142	66302	0,0028481	0,0058218	0,011644	0,17183	0,80785
13469	17515	0,0028384	0	0,001199	0,002455	0,99351
73229	81183	0,0027211	0,000086224	0,0040279	0,29915	0,69401
2B259	114320	0,0026011	0,0017407	0,019042	0,22513	0,75148
63166	91393	0,0025553	0,00041579	0,0065103	0,64932	0,3412
48419	25566	0,0025285	0	0,028084	0,72976	0,23963
30410	109330	0,0025107	0,000064027	0,0013537	0,037483	0,95859
74223	28824	0,0019644	0,0010061	0,0017694	0,25378	0,74148
64140	61294	0,001925	0,011119	0,040298	0,35778	0,58887
84463	11266	0,0011667	0	0,0014202	0,0014202	0,99599
73456	30585	0,0011152	0,000066915	0,0013063	0,30263	0,69488
63417	13108	0,00092995	0	0,00053401	0,81825	0,18028
2B260	190730	0,00081545	0,00098042	0,0071198	0,24855	0,74253
06250	209510	0,00071578	0,000052504	0,0014415	0,16547	0,83232
74224	45688	0,00071074	0,00067851	0,0033925	0,25398	0,74124
05231	26407	0,00069697	0	0,001439	0,17385	0,82401
66472	19294	0,00064325	0	0,00029712	0,16321	0,83585
74227	37896	0,0006214	0,00018472	0,0016625	0,33178	0,66575
66253	57552	0,00053319	0,00092091	0,0022067	0,14872	0,84762
05457	36876	0,00051561	0,00020489	0,0058304	0,24116	0,75229
09472	137980	0,00041903	0,0002899	0,00070302	0,16235	0,83624
83247	68077	0,00041613	0	0,0018362	0,014733	0,98301
74456	6966,3	0,00037762	0	0	0,21705	0,78258
63421	14518	0,0003451	0	0,0035128	0,57761	0,41853
73458	79287	0,00034162	0,00007486	0,0020314	0,33799	0,65956
06249	21076	0,00033212	0	0,00014234	0,029986	0,96954
74458	14390	0,00020195	0	0,00090338	0,17665	0,82225
73454	15986	0,00019042	0,000063684	0,00012399	0,28914	0,71049
06245	44968	0,00017877	0	0,00013343	0,096957	0,90273
73230	18542	0,00011914	0	0	0,42023	0,57965
66255	72774	0,00010931	0,0046182	0,00034874	0,18685	0,80807
39449	45487	0,000087937	0	0,00085739	0,18695	0,8121
2A259	159250	0,000066705	0,00029513	0,0041757	0,19065	0,80482
2A260	135490	0,000031942	0,000029522	0,00065686	0,13244	0,86685
2A258	44008	1,12E-06	0,00036357	0,0091575	0,24384	0,74663
19421	1270,2	0	0,0086601	0,026768	0,48497	0,47961
25449	30831	0	0	0	0,30888	0,69112
66254	3467,7	0	0	0	0,012823	0,98718
66470	20902	0	0	0,000028133	0,015425	0,98455
95329	1711,4	0	0	0	0,00090106	0,9991
